text,font_size,font-family,font-weight,page-number,x-pos-l,x-pos-r,y-pos-l,page-width,page-height,class,file_name
____ ( iv ) Alternate III ( Jul 2010 ) of 52.219-9 .,10.02,TimesNewRomanPSMT,400,37,72,257.28,430.67,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"____ ( 18 ) 52.219-13 , Notice of Set-Aside of Orders ( NOV 2011 ) ( 15 U . S . C . 644 ( r )). ",10.02,TimesNewRomanPSMT,400,37,72,413.5,407.27,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"____ ( 19 ) 52.219-14 , Limitations on Subcontracting ( NOV 2011 ) ( 15 U . S . C . 637 ( a )( 14 )). ",10.02,TimesNewRomanPSMT,400,37,72,432.84,383.87,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"____ ( 20 ) 52.219-16 , Liquidated Damages â€” Subcon-tracting Plan ( Jan 1999 ) ( 15 U . S . C . 637 ( d )( 4 )( F )( i )). ",10.02,TimesNewRomanPSMT,400,37,72,497.49,360.47,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"____ ( 21 )( i ) 52.219-23 , Notice of Price Evaluation Adjustment for Small Disadvantaged Business Concerns ( Oct ",10.02,TimesNewRomanPSMT,400,37,72,529.26,337.07,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"2008 ) ( 10 U . S . C . 2323 ) ( if the offeror elects to waive the adjustment , it shall so indicate in its offer ). ",10.02,TimesNewRomanPSMT,400,37,72,475.37,325.37,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
____ ( ii ) Alternate I ( June 2003 ) of 52.219-23 .,10.02,TimesNewRomanPSMT,400,37,72,259.98,301.97,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"____ ( 22 ) 52.219-25 , Small Disadvantaged Business Participation Program â€” Disadvantaged Status and Reporting ",10.02,TimesNewRomanPSMT,400,37,72,530.89,278.57,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"( July 2013 ) ( Pub . L . 103-355 , section 7102 , and 10 U . S . C . 2323 ). ",10.02,TimesNewRomanPSMT,400,37,72,335.79,266.87,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"____ ( 23 ) 52.219-26 , Small Disadvantaged Business Participation Program â€” Incentive Subcontracting ( Oct 2000 ) ",10.02,TimesNewRomanPSMT,400,37,72,533.97,231.77,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"( Pub . L . 103-355 , section 7102 , and 10 U . S . C . 2323 ). ",10.02,TimesNewRomanPSMT,400,37,72,287.22,220.07,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"____ ( 24 ) 52.219-27 , Notice of Service-Disabled Veteran-Owned Small Business Set-Aside ( NOV 2011 ) ( 15 ",10.02,TimesNewRomanPSMT,400,37,72,511.65,196.66,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
U . S . C . 657f ).,10.02,TimesNewRomanPSMT,400,37,72,125.92,184.96,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"_ x __ ( 25 ) 52.219-28 , Post Award Small Business Program Rerepresentation ( July 2013 ) ( 15 U . S . C . 632 ( a )( 2 )). ",10.02,TimesNewRomanPSMT,400,37,72,521.72,161.56,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"____ ( 26 ) 52.219-29 , Notice of Set-Aside for Economically Disadvantaged Women-Owned Small Business ",10.02,TimesNewRomanPSMT,400,37,72,504.84,138.16,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
( EDWOSB ) Concerns ( July 2013 ) ( 15 U . S . C . 637 ( m )).,10.02,TimesNewRomanPSMT,400,37,72,293.6,126.46,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"____ ( 27 ) 52.219-30 , Notice of Set-Aside for Women-Owned Small Business ( WOSB ) Concerns Eligible Under ",10.02,TimesNewRomanPSMT,400,37,72,525.23,103.06,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
the WOSB Program ( July 2013 ) ( 15 U . S . C . 637 ( m )).,10.02,TimesNewRomanPSMT,400,37,72,284.79,91.36,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
W912ES-15-T-0017,10.02,TimesNewRomanPSMT,400,38,457.2,539.98,746.58,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
Page 38 of 57,10.02,TimesNewRomanPSMT,400,38,484.38,540,723.18,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"_ x __ ( 28 ) 52.222-3 , Convict Labor ( June 2003 ) ( E . O . 11755 ). ",10.02,TimesNewRomanPSMT,400,38,72,321.58,699.78,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"_ x __ ( 29 ) 52.222-19 , Child Labor â€” Cooperation with Authorities and Remedies ( JAN 2014 ) ( E . O . 3126 ). ",10.02,TimesNewRomanPSMT,400,38,72,498.74,676.38,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"_ x __ ( 30 ) 52.222-21 , Prohibition of Segregated Facilities ( Feb 1999 ). ",10.02,TimesNewRomanPSMT,400,38,72,352.06,652.98,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"_ x __ ( 31 ) 52.222-26 , Equal Opportunity ( Mar 2007 ) ( E . O . 11246 ). ",10.02,TimesNewRomanPSMT,400,38,72,341.66,629.58,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"____ ( 32 ) 52.222-35 , Equal Opportunity for Veterans ( Jul 2014 )( 38 U . S . C . 4212 ). ",10.02,TimesNewRomanPSMT,400,38,72,402.78,606.18,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"_ x __ ( 33 ) 52.222-36 , Equal Opportunity for Workers with Disabilities ( July 2014 ) ( 29 U . S . C . 793 ). ",10.02,TimesNewRomanPSMT,400,38,72,472.73,582.78,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"____ ( 34 ) 52.222-37 , Employment Reports on Veterans ( July 2014 ) ( 38 U . S . C . 4212 ). ",10.02,TimesNewRomanPSMT,400,38,72,418.9,559.38,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"____ ( 35 ) 52.222-40 , Notification of Employee Rights Under the National Labor Relations Act ( Dec 2010 ) ( E . O . ",10.02,TimesNewRomanPSMT,400,38,72,526.79,535.97,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
13496 ).,10.02,TimesNewRomanPSMT,400,38,72,103.05,524.27,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"____ ( 36 ) 52.222-54 , Employment Eligibility Verification ( Aug 2013 ). ( Executive Order 12989 ). ( Not applicable to ",10.02,TimesNewRomanPSMT,400,38,72,537.98,500.87,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
the acquisition of commercially available off-the-shelf items or certain other types of,10.02,TimesNewRomanPSMT,400,38,72,412.86,489.17,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
commercial items as prescribed in 22.1803 .),10.02,TimesNewRomanPSMT,400,38,72,249.79,477.47,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"____ ( 37 )( i ) 52.223-9 , Estimate of Percentage of Recovered Material Content for EPA â€“ Designated Items ( May ",10.02,TimesNewRomanPSMT,400,38,72,521.18,454.07,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
2008 ) ( 42 U . S . C . 6962 ( c )( 3 )( A )( ii )). ( Not applicable to the acquisition of commercially available off-the-shelf,10.02,TimesNewRomanPSMT,400,38,72,514.58,442.37,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
items .),10.02,TimesNewRomanPSMT,400,38,72,99.44,430.67,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
____ ( ii ) Alternate I ( May 2008 ) of 52.223-9 ( 42 U . S . C . 6962 ( i )( 2 )( C )). ( Not applicable to the acquisition of,10.02,TimesNewRomanPSMT,400,38,72,508.26,407.27,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
commercially available off-the-shelf items .),10.02,TimesNewRomanPSMT,400,38,72,248.16,395.57,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"____ ( 38 ) ( i ) 52.223-13 , Acquisition of EPEAT Â® Registered Imaging Equipment ( Jun 2014 )+( E . O . s 13423 and ",10.02,TimesNewRomanPSMT,400,38,72,530.12,372.18,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
13514 ).,10.02,TimesNewRomanPSMT,400,38,72,103.05,360,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
____ ( ii ) Alternate I ( Jun 2014 ) of 52.223-13 .,10.02,TimesNewRomanPSMT,400,38,74.52,264.39,336.6,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"____ ( 39 )( i ) 52.223-14 , Acquisition of EPEAT Â® Registered Televisions ( Jun 2014 ) ( E . O . s 13423 and 13514 ). ",10.02,TimesNewRomanPSMT,400,38,72,524.45,312.72,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
____ ( ii ) Alternate I ( Jun 2014 ) of 52.223-14 .,10.02,TimesNewRomanPSMT,400,38,74.52,266.91,288.84,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"____ ( 40 ) 52.223-15 , Energy Efficiency in Energy-Consuming Products ( Dec 2007 ) ( 42 U . S . C . 8259b ). ",10.02,TimesNewRomanPSMT,400,38,72,489.63,264.96,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"____ ( 41 )( i ) ( i ) 52.223-16 , Acquisition of EPEAT Â® -Registered Personal Computer Products ( Jun 2014 ) ( E . O . s ",10.02,TimesNewRomanPSMT,400,38,72,523.36,241.56,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
13423 and 13514 ).,10.02,TimesNewRomanPSMT,400,38,72,147.81,229.86,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
____ ( ii ) Alternate I ( Jun 2014 ) of 52.223-16 .,10.02,TimesNewRomanPSMT,400,38,72,255.54,206.46,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"_ x __ ( 42 ) 52.223-18 , Encouraging Contractor Policies to Ban Text Messaging While Driving ( Aug 2011 ) ( E . O . ",10.02,TimesNewRomanPSMT,400,38,72,521.37,183.06,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
13513 ).,10.02,TimesNewRomanPSMT,400,38,72,103.05,171.36,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"____ ( 43 ) 52.225-1 , Buy American--Supplies ( May 2014 ) ( 41 U . S . C . chapter 83 ). ",10.02,TimesNewRomanPSMT,400,38,72,401.29,147.96,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
____( 44 ),10.02,TimesNewRomanPSMT,400,38,72,108.94,112.85,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"( i ) 52.225-3 , Buy American--Free Trade Agreements--Israeli Trade Act ( May 2014 ) ( 41 U . S . C . chapter ",10.02,TimesNewRomanPSMT,400,38,114.96,530.51,112.86,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"83 , 19 U . S . C . 3301 note , 19 U . S . C . 2112 note , 19 U . S . C . 3805 note , 19 U . S . C . 4001 note , Pub . L . ",10.02,TimesNewRomanPSMT,400,38,72,465.16,101.16,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"103-182 , 108-77 , 108-78 , 108-286 , 108-302 , 109-53 , 109-169 , 109-283 , 110-138 , 112-41 , 112-42 , and 112-43 . ",10.02,TimesNewRomanPSMT,400,38,72,519.82,89.46,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
W912ES-15-T-0017,10.02,TimesNewRomanPSMT,400,39,457.2,539.98,746.58,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
Page 39 of 57,10.02,TimesNewRomanPSMT,400,39,484.38,540,723.18,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
____ ( ii ) Alternate I ( May 2014 ) of 52.225-3 .,10.02,TimesNewRomanPSMT,400,39,72,258.64,699.78,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
____ ( iii ) Alternate II ( May 2014 ) of 52.225-3 .,10.02,TimesNewRomanPSMT,400,39,72,264.86,675.9,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
____ ( iv ) Alternate III ( May 2014 ) of 52.225-3 .,10.02,TimesNewRomanPSMT,400,39,72,267.68,652.02,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"____ ( 45 ) 52.225-5 , Trade Agreements ( Nov 2013 ) ( 19 U . S . C . 2501 , et seq ., 19 U . S . C . 3301 note ). ",10.02,TimesNewRomanPSMT,400,39,72,474.41,628.14,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"_ x __ ( 46 ) 52.225-13 , Restrictions on Certain Foreign Purchases ( June 2008 ) ( E . O .â€™ s , proclamations , and statutes ",10.02,TimesNewRomanPSMT,400,39,72,524.74,604.26,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
administered by the Office of Foreign Assets Control of the Department of the Treasury ).,10.02,TimesNewRomanPSMT,400,39,72,430.83,592.56,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"____ ( 47 ) 52.225-26 , Contractors Performing Private Security Functions Outside the United States ( Jul 2013 ) ",10.02,TimesNewRomanPSMT,400,39,72,515.82,569.16,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"( Section 862 , as amended , of the National Defense Authorization Act for Fiscal Year 2008 ; 10 U . S . C . 2302 Note ). ",10.02,TimesNewRomanPSMT,400,39,72,531.84,557.46,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"____ ( 48 ) 52.226-4 , Notice of Disaster or Emergency Area Set-Aside ( Nov 2007 ) ( 42 U . S . C . 5150 ",10.02,TimesNewRomanPSMT,400,39,72,468.57,534.06,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"____ ( 49 ) 52.226-5 , Restrictions on Subcontracting Outside Disaster or Emergency Area ( Nov 2007 ) ( 42 U . S . C . ",10.02,TimesNewRomanPSMT,400,39,72,523.72,510.66,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
5150 ).,10.02,TimesNewRomanPSMT,400,39,72,98.01,498.96,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"____ ( 50 ) 52.232-29 , Terms for Financing of Purchases of Commercial Items ( Feb 2002 ) ( 41 U . S . C . 4505 , 10 ",10.02,TimesNewRomanPSMT,400,39,72,513.81,475.56,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
U . S . C . 2307 ( f )).,10.02,TimesNewRomanPSMT,400,39,72,137.67,463.86,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"____ ( 51 ) 52.232-30 , Installment Payments for Commercial Items ( Oct 1995 ) ( 41 U . S . C . 4505 , 10 U . S . C . 2307 ( f )). ",10.02,TimesNewRomanPSMT,400,39,72,535.08,440.46,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"_ x __ ( 52 ) 52.232-33 , Payment by Electronic Funds Transfer â€” System for Award Management ( July 2013 ) ( 31 ",10.02,TimesNewRomanPSMT,400,39,72,517.77,417.06,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
U . S . C . 3332 ).,10.02,TimesNewRomanPSMT,400,39,72,127.59,405.36,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"____ ( 53 ) 52.232-34 , Payment by Electronic Funds Transfer â€” Other than System for Award Management ( July ",10.02,TimesNewRomanPSMT,400,39,72,521.02,381.95,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
2013 ) ( 31 U . S . C . 3332 ).,10.02,TimesNewRomanPSMT,400,39,72,169.57,370.25,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"____ ( 54 ) 52.232-36 , Payment by Third Party ( MAY 2014 ) ( 31 U . S . C . 3332 ). ",10.02,TimesNewRomanPSMT,400,39,72,385.53,346.85,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"____ ( 55 ) 52.239-1 , Privacy or Security Safeguards ( Aug 1996 ) ( 5 U . S . C . 552a ). ",10.02,TimesNewRomanPSMT,400,39,72,399.91,323.45,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"____ ( 56 )( i ) 52.247-64 , Preference for Privately Owned U . S . -Flag Commercial Vessels ( Feb 2006 ) ( 46 U . S . C . ",10.02,TimesNewRomanPSMT,400,39,72,518.55,300.05,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
Appx . 1241 ( b ) and 10 U . S . C . 2631 ).,10.02,TimesNewRomanPSMT,400,39,72,219.08,288.35,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
____ ( ii ) Alternate I ( Apr 2003 ) of 52.247-64 .,10.02,TimesNewRomanPSMT,400,39,72,257.2,261.72,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"( c ) The Contractor shall comply with the FAR clauses in this paragraph ( c ), applicable to commercial services , that ",10.02,TimesNewRomanPSMT,400,39,72,533.95,235.92,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
the Contracting Officer has indicated as being incorporated in this contract by reference to implement provisions of,10.02,TimesNewRomanPSMT,400,39,72,534.99,224.22,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
law or Executive orders applicable to acquisitions of commercial items : ( Contracting Officer check as appropriate .),10.02,TimesNewRomanPSMT,400,39,72,535.16,212.52,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"_____ ( 1 ) 52.222-41 , Service Contract Labor Standards ( MAY 2014 ) ( 41 U . S . C . chapter 67 ). ",10.02,TimesNewRomanPSMT,400,39,72,447.22,189.12,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"_____ ( 2 ) 52.222-42 , Statement of Equivalent Rates for Federal Hires ( MAY 2014 ) ( 29 U . S . C . 206 and 41 U . S . C . ",10.02,TimesNewRomanPSMT,400,39,72,530.53,165.72,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
chapter 67 ).,10.02,TimesNewRomanPSMT,400,39,72,120.01,154.02,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"_____ ( 3 ) 52.222-43 , Fair Labor Standards Act and Service Contract Labor Standards--Price Adjustment ( Multiple ",10.02,TimesNewRomanPSMT,400,39,72,534.12,130.62,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
Year and Option Contracts ) ( MAY 2014 ) ( 29 U . S . C . 206 and 41 U . S . C . chapter 67 ).,10.02,TimesNewRomanPSMT,400,39,72,411.5,118.92,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"_____ ( 4 ) 52.222-44 , Fair Labor Standards Act and Service Contract Labor Standards--Price Adjustment ( MAY ",10.02,TimesNewRomanPSMT,400,39,72,523.08,95.52,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
2014 ) ( 29 U . S . C 206 and 41 U . S . C . chapter 67 ).,10.02,TimesNewRomanPSMT,400,39,72,265.93,83.81,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
W912ES-15-T-0017,10.02,TimesNewRomanPSMT,400,40,457.2,539.98,746.58,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
Page 40 of 57,10.02,TimesNewRomanPSMT,400,40,484.38,540,723.18,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"_____ ( 5 ) 52.222-51 , Exemption from Application of the Service Contract Labor Standards to Contracts for ",10.02,TimesNewRomanPSMT,400,40,72,505.35,688.08,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"Maintenance , Calibration , or Repair of Certain Equipment--Requirements ( MAY 2014 ) ( 41 U . S . C . chapter 67 ). ",10.02,TimesNewRomanPSMT,400,40,72,519.56,676.38,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"_____ ( 6 ) 52.222-53 , Exemption from Application of the Service Contract Labor Standards to Contracts for Certain ",10.02,TimesNewRomanPSMT,400,40,72,537.27,652.98,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
Services--Requirements ( MAY 2014 ) ( 41 U . S . C . chapter 67 ).,10.02,TimesNewRomanPSMT,400,40,72,319.64,641.28,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"_____ ( 7 ) 52.222-17 , Nondisplacement of Qualified Workers ( MAY 2014 ) ( E . O . 13495 ). ",10.02,TimesNewRomanPSMT,400,40,72,431.98,617.88,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"_____ ( 8 ) 52.226-6 , Promoting Excess Food Donation to Nonprofit Organizations ( MAY 2014 ) ( 42 U . S . C . 1792 ). ",10.02,TimesNewRomanPSMT,400,40,72,531.68,594.48,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"_____ ( 9 ) 52.237-11 , Accepting and Dispensing of $ 1 Coin ( Sept 2008 ) ( 31 U . S . C . 5112 ( p )( 1 )). ",10.02,TimesNewRomanPSMT,400,40,72,459.09,571.08,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
( d ) Comptroller General Examination of Record . The Contractor shall comply with the provisions of this paragraph,10.02,TimesNewRomanPSMT,400,40,72,535.58,547.67,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
